epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,2070.06,0.89786,0.93871,1.18073,0.91526,0.85815,0.89769,0.68382,1.01817,0.81211,1.27931,0.00041005,0.00041005,0.00041005
45,2118.81,0.8581,0.93193,1.14791,0.90333,0.88498,0.93972,0.7256,0.96966,0.79873,1.25305,0.000402982,0.000402982,0.000402982
46,2166.03,0.86712,0.91775,1.16441,0.88996,0.88706,0.93718,0.7236,0.94448,0.80049,1.23327,0.000395913,0.000395913,0.000395913
47,2212.59,0.8417,0.91778,1.16368,0.93057,0.84775,0.99191,0.74991,0.98896,0.78,1.27683,0.000388844,0.000388844,0.000388844
48,2258.45,0.84796,0.84611,1.16345,0.89533,0.87155,0.99191,0.75626,0.97943,0.77593,1.27529,0.000381776,0.000381776,0.000381776
49,2303.24,0.82784,0.88334,1.17225,0.90917,0.86073,0.99352,0.76588,0.98817,0.80546,1.25478,0.000374707,0.000374707,0.000374707
50,2348.78,0.86194,0.90299,1.16727,0.9326,0.87078,0.995,0.72158,1.02803,0.80069,1.28978,0.000367639,0.000367639,0.000367639
51,2394.01,0.82667,0.87308,1.13283,0.92293,0.8741,0.995,0.70353,1.00205,0.80329,1.28542,0.00036057,0.00036057,0.00036057
52,2438.84,0.7903,0.85623,1.13911,0.92487,0.86126,0.995,0.72587,0.96827,0.7538,1.24856,0.000353501,0.000353501,0.000353501
53,2484.89,0.83033,0.89868,1.15612,0.91229,0.88081,0.995,0.72784,0.98599,0.73716,1.2777,0.000346433,0.000346433,0.000346433
54,2528.9,0.80881,0.80737,1.13239,0.91713,0.88394,0.995,0.76296,0.9754,0.72327,1.28,0.000339364,0.000339364,0.000339364
55,2574.84,0.7807,0.83314,1.12358,0.83102,1,0.995,0.76058,0.97307,0.70369,1.27488,0.000332296,0.000332296,0.000332296
56,2622.13,0.7916,0.80458,1.12281,0.87753,0.9952,0.995,0.75121,0.98865,0.71139,1.26294,0.000325227,0.000325227,0.000325227
57,2668.52,0.76023,0.7726,1.09494,0.86268,1,0.995,0.75937,0.99164,0.70203,1.2764,0.000318158,0.000318158,0.000318158
58,2714.42,0.77699,0.795,1.09972,0.95067,0.87304,0.995,0.75464,1.03814,0.71021,1.31926,0.00031109,0.00031109,0.00031109
59,2761.01,0.78332,0.77936,1.11479,0.95723,0.88107,0.995,0.7665,1.02897,0.70359,1.3216,0.000304021,0.000304021,0.000304021
60,2806.8,0.80224,0.8153,1.15282,0.95527,0.86496,0.995,0.76303,0.96517,0.68944,1.29676,0.000296953,0.000296953,0.000296953
61,2852.88,0.77106,0.77288,1.13443,0.82452,1,0.99352,0.73042,1.02128,0.72584,1.33283,0.000289884,0.000289884,0.000289884
62,2901.78,0.78033,0.76746,1.10139,0.85575,1,0.99352,0.73454,1.01456,0.73651,1.33261,0.000282815,0.000282815,0.000282815
63,2952.02,0.81814,0.81491,1.12928,0.92015,0.99625,0.995,0.76239,0.98975,0.70164,1.29507,0.000275747,0.000275747,0.000275747
64,3001.93,0.73721,0.74752,1.08317,0.95351,0.99239,0.995,0.76377,0.98237,0.68765,1.27164,0.000268678,0.000268678,0.000268678
65,3051.96,0.74749,0.74663,1.09845,0.86971,1,0.995,0.78003,0.9725,0.65294,1.27891,0.00026161,0.00026161,0.00026161
66,3101.9,0.75185,0.7669,1.10215,0.8582,1,0.995,0.76395,0.96541,0.64591,1.27917,0.000254541,0.000254541,0.000254541
67,3148.31,0.76099,0.74551,1.1011,0.88032,1,0.995,0.76485,0.97243,0.65445,1.29383,0.000247472,0.000247472,0.000247472
68,3201.44,0.75126,0.74629,1.09362,0.85779,1,0.995,0.7388,1.01098,0.68656,1.33618,0.000240404,0.000240404,0.000240404
69,3248.44,0.72547,0.69603,1.08933,0.84484,1,0.995,0.76561,0.98893,0.68097,1.31462,0.000233335,0.000233335,0.000233335
70,3291.84,0.74632,0.71761,1.09473,0.85679,1,0.995,0.764,0.94909,0.67445,1.26784,0.000226267,0.000226267,0.000226267
71,3335.54,0.7113,0.69107,1.05677,0.86074,1,0.995,0.7693,0.92917,0.65515,1.23103,0.000219198,0.000219198,0.000219198
72,3379.75,0.72293,0.70199,1.08268,0.80536,1,0.995,0.75571,0.94572,0.66421,1.25093,0.000212129,0.000212129,0.000212129
73,3423.98,0.72481,0.70574,1.08832,0.79428,1,0.9913,0.74606,0.96258,0.65917,1.27701,0.000205061,0.000205061,0.000205061
74,3469.76,0.70386,0.67433,1.06817,0.813,1,0.9913,0.73954,0.99414,0.68051,1.29729,0.000197992,0.000197992,0.000197992
75,3514.13,0.68358,0.74429,1.08124,0.8367,1,0.9913,0.74081,1.02107,0.6955,1.30862,0.000190924,0.000190924,0.000190924
76,3558.69,0.71438,0.71755,1.09513,0.88262,0.99658,0.9913,0.73834,1.01155,0.67276,1.30985,0.000183855,0.000183855,0.000183855
77,3605.5,0.68913,0.69634,1.06631,0.88615,1,0.9913,0.75039,0.96647,0.65251,1.28286,0.000176786,0.000176786,0.000176786
78,3651.86,0.71883,0.68251,1.07791,0.89105,1,0.9913,0.74158,0.96828,0.64471,1.29297,0.000169718,0.000169718,0.000169718
79,3698.1,0.71899,0.69694,1.0936,0.88034,1,0.9913,0.75438,0.97879,0.66202,1.30373,0.000162649,0.000162649,0.000162649
80,3743.13,0.67712,0.67861,1.05359,0.88793,1,0.995,0.76263,0.96566,0.61978,1.27356,0.000155581,0.000155581,0.000155581
81,3789.31,0.70738,0.67105,1.07647,0.94557,0.99979,0.995,0.75472,0.96713,0.58494,1.26082,0.000148512,0.000148512,0.000148512
82,3835.55,0.67183,0.66389,1.04975,0.93129,1,0.995,0.75627,0.9759,0.58377,1.26466,0.000141443,0.000141443,0.000141443
83,3879.87,0.6667,0.66545,1.07541,0.9254,1,0.995,0.7629,0.9729,0.57965,1.26789,0.000134375,0.000134375,0.000134375
84,3923.82,0.69499,0.65739,1.07873,0.89203,1,0.995,0.76138,0.977,0.58648,1.28241,0.000127306,0.000127306,0.000127306
85,3969.79,0.65385,0.65681,1.05247,0.86009,1,0.995,0.76189,0.98412,0.60193,1.27474,0.000120238,0.000120238,0.000120238
